BusinessName,Address,ZIP,DESCRIPT,Latitude,Longitude,Neighborhood_Geopy
Yely's Coffee Shop,284 Centre,2130,Eating & Drinking w/ Take Out,42.3228,-71.102,Jamaica Plain
YiFang Taiwan Fruit Tea,215 Newbury,2116,Eating & Drinking,42.3501,-71.0813,Back Bay
Yomie's Rice x Yogurt,44 Beacon,2134,Eating & Drinking w/ Take Out,42.3535,-71.1398,Allston
Young Kong Restaurant,300 Centre,2130,Eating & Drinking w/ Take Out,42.3228,-71.1031,Jamaica Plain
Yummy Yummy,2360 Washington,2119,Eating & Drinking w/ Take Out,42.3294,-71.0844,Roxbury
Yvonnes,3 Winter,2108,Eating & Drinking,42.3554,-71.0615,Downtown Boston
Zaaki,1143 Commonwealth,2134,Eating & Drinking,42.3509,-71.1275,Allston
Zaz Restaurant,1230 River,2136,Eating & Drinking,42.2558,-71.123,Hyde Park
Zaz Restaurant & Catering Corp.,1 City Hall,2201,Eating & Drinking,42.3601,-71.0579,No Details
ZESTO'S PIZZA,460 Centre,2130,Eating & Drinking w/ Take Out,42.3194,-71.1115,Jamaica Plain
Zo,92 State,2109,Eating & Drinking w/ Take Out,42.3592,-71.0553,Downtown Boston
Zume's Coffee House,219 Main,2129,Eating & Drinking w/ Take Out,42.3765,-71.0654,Charlestown
